item_id,strategy_name,post_title,author,primary_url,source_hash,source_vintage_note,backtest_start,backtest_end,post_time,post_modified_time,backtest_to_post_days,post_publication_days,natural_oos_eligible,oos_integrity_grade,strict_natural_oos,lineage_id,lineage_size,seed_priority,seed_label
聚宽2026年精选/64大小外择时小市值3.0.txt,大小外择时小市值3.0,大小外择时小市值3.0,kautz,https://www.joinquant.com/post/50567,3ea0d321047d2ce80a6ea0229b57bc08f32172ba5b9ac0ee77a7d1c5090433df,current archive source has no pre-OOS immutable timestamp,2013-01-01,2024-11-11,2024-11-13 19:18:40,2024-11-13 19:18:40,2,650,true,C,false,L-0f85df04b0,2,,
聚宽2026年精选/90固收+.txt,固收+,固收+,开心果,https://www.joinquant.com/post/50559,0349035d88b09c2a251fd1731859b1991e94f93e8455fce1cb0ad709b9dc1e98,current archive source has no pre-OOS immutable timestamp,2014-01-01,2024-11-11,2024-11-13 09:13:19,2025-04-03 20:26:05,2,650,true,C,false,L-9a7fa61597,1,,
聚宽2026年精选/40高股息策略.txt,高股息策略,高股息策略,雨汪,https://www.joinquant.com/post/50715,4df4451d4f625f6088b859160b69c764324ca66da9c1cc59b95f72ae9d66e6c4,current archive source has no pre-OOS immutable timestamp,2014-01-01,2024-11-21,2024-11-22 22:05:38,2024-11-23 10:27:07,1,641,true,C,false,L-92154ef64e,1,,
2020年度精选策略/95 资金流策略.txt,资金流策略,资金流策略,SOHUSONNY,https://www.joinquant.com/post/10545,3d0941ae29dafe18afeaa5cdb8a558a0c03e77b1be55e99cfdd9725e44dbc78c,current archive source has no pre-OOS immutable timestamp,2016-01-01,2016-12-01,2018-01-06 23:02:35,2018-01-06 23:02:35,401,3153,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/26 向导式-1.txt,向导式-1,向导式-1,Guhhhhaa,https://www.joinquant.com/post/10757,176bfac6eb20dada83e7454ee3040bd186f5a540a610a14b67ca663baec61c05,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-01-21 22:27:53,2018-01-21 22:27:53,416,3138,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/79 DMI——大盘择时.txt,DMI——大盘择时,DMI——大盘择时,Max_Bai,https://www.joinquant.com/post/11101,9602865bb1d81e07dcb90cd87afa557fee1ea49e2d1534c404634c5fd1d79620,current archive source has no pre-OOS immutable timestamp,2005-05-31,2016-12-31,2018-02-09 15:51:22,2018-02-09 15:51:22,405,3119,false,C,false,L-27f91ce5c5,1,,
2020年度精选策略/72 基金定投-沪深300-5年回测.txt,基金定投-沪深300-5年回测,基金定投-沪深300-5年回测,傲雪神骄,https://www.joinquant.com/post/11251,927cd560a6c89003d6bc08fb636b73e82a1ac9986063d712aab843a957282311,current archive source has no pre-OOS immutable timestamp,2012-01-01,2017-01-01,2018-02-28 13:24:34,2018-02-28 13:24:34,423,3100,false,C,false,L-c911143938,1,,
2020年度精选策略/61 向导式策略生成器生成的成长股精选策略.txt,向导式策略生成器生成的成长股精选策略,向导式策略生成器生成的成长股精选策略,airsiva,https://www.joinquant.com/post/11372,4f6037e29e8c8b343399709a81b0cc06c28301e565c968e8ea565948d28565f3,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-03-08 23:20:23,2018-03-08 23:20:23,462,3092,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/65 8只基金按PE调仓.txt,8只基金按PE调仓,8只基金按PE调仓,王麻子,https://www.joinquant.com/post/11700,acc74b823fd24ebd32d571785cfc1fff3f9ee0f44aa3841adeb386cc50fc4af7,current archive source has no pre-OOS immutable timestamp,2013-06-06,2015-03-12,2018-03-29 09:47:43,2018-03-29 09:47:43,1113,3071,false,C,false,L-9b26faeb1b,1,,
2020年度精选策略/28 收益策略.txt,收益策略,收益策略,melzg,https://www.joinquant.com/post/11877,706ca49efc5f9c72c72424e2d414023d277e919e29a6597ce74839db1ca947d1,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-04-06 16:58:02,2018-04-06 16:58:02,491,3063,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/90 MA均线金叉买入，死叉卖出.txt,MA均线金叉买入，死叉卖出,MA均线金叉买入，死叉卖出,阿龙,https://www.joinquant.com/post/11964,c4c4f6440e607f36a5a68d732a26d86a50b83f41201dc20f5a92cbdd94be6de8,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-04-09 20:08:50,2018-04-09 20:08:50,494,3060,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/24 自选策略1.txt,自选策略1,自选策略1,壬梦,https://www.joinquant.com/post/11988,6ce579276be347039b1e6a75c9889c0059961faebc03f1e6f75898cc7c4cb40b,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-04-10 15:42:07,2018-04-10 15:42:07,495,3059,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/56 爱神的箭放声大哭.txt,爱神的箭放声大哭,爱神的箭放声大哭,lx668668,https://www.joinquant.com/post/12114,c25e0e461b5403bbea210cfea80a6ce34ef81da0f25d26367bcf8f1043640c94,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-04-16 10:54:02,2018-04-16 10:54:02,501,3053,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/51 HS300--随机森林拐点识别.txt,HS300--随机森林拐点识别,HS300--随机森林拐点识别,跟随哔哔做量化,https://www.joinquant.com/post/12666,15007b578180e072dd230d35ea7f061b6d2c1d789f3aada325f984f171328d6a,current archive source has no pre-OOS immutable timestamp,2015-01-21,2016-12-23,2018-05-16 14:29:12,2018-05-16 14:29:12,509,3023,false,C,false,L-d82e7bba27,1,,
2020年度精选策略/15 基于多期限的选股策略（一）.txt,基于多期限的选股策略（一）,基于多期限的选股策略（一）,孤傲同学,https://www.joinquant.com/post/12916,7fdf912db1f0775ac2f446aa7218c96d184358ad236fd65f199f16dac990f7e1,current archive source has no pre-OOS immutable timestamp,2015-01-01,2015-06-08,2018-05-30 14:19:56,2018-05-30 14:19:56,1087,3009,false,C,false,L-95e1386b06,1,,
2020年度精选策略/21 果核量化出品 -- BIAS_QL乖离率策略指数择时1.0.txt,果核量化出品 -- BIAS_QL乖离率策略指数择时1.0,.,Dao家子,https://www.joinquant.com/post/12925,845038f9b1970e7b53659a68190db0d8119708ae5da19f313f2f8a29ec52c3e7,current archive source has no pre-OOS immutable timestamp,,,2018-05-30 19:03:17,2022-01-26 06:15:54,,3009,false,C,false,L-8e91535385,1,,
2020年度精选策略/37 个股止损.txt,个股止损,个股止损,云小云,https://www.joinquant.com/post/12946,5530aa0883983adaf4c32a93babdb587d36cc89dfc7cc7cda455cd176296eec8,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-05-31 22:58:40,2018-05-31 22:58:40,546,3008,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/59 小市值轮动，修改了内容，剔除了停牌股，同时PE要求为正的股票。.txt,小市值轮动，修改了内容，剔除了停牌股，同时PE要求为正的股票。,小市值轮动，修改了内容，剔除了停牌股，同时PE要求为正的股票。,开心的叶子,https://www.joinquant.com/post/13017,162e656fde49e1373ec57d580f600431e37871b9167394936811a8916c6ae30a,current archive source has no pre-OOS immutable timestamp,2015-01-01,,2018-06-05 09:42:35,2018-06-05 09:42:35,,3003,false,C,false,L-92c2d8aeee,1,,
2020年度精选策略/54 中长线买入卖出点选择.txt,中长线买入卖出点选择,中长线买入卖出点选择,巨亏,https://www.joinquant.com/post/13213,1e91221dfb09bf5ff20018845999201cf9f96efc23cb90952d846d915a39ba7d,current archive source has no pre-OOS immutable timestamp,2014-01-01,,2018-06-15 10:12:32,2018-06-15 10:12:32,,2993,false,C,false,L-e622d3ba3e,1,,
2020年度精选策略/53 小市值策略.txt,小市值策略,小市值策略,Abbie,https://www.joinquant.com/post/13364,98e35015609d06e38ea2192a964975b27c547dc58500cd501d0dcdb4af075452,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-01,2018-06-28 12:04:56,2018-06-28 12:04:56,574,2980,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/07 穿越牛熊基业长青的价值精选策略.txt,穿越牛熊基业长青的价值精选策略,穿越牛熊基业长青的价值精选策略,拉姆达投资,https://www.joinquant.com/post/13382,b436e0b2be52df829654d011d5b7bcb97b11af78bb8b489bbc82975b99a77c79,current archive source has no pre-OOS immutable timestamp,,,2018-06-29 10:36:11,2018-06-29 10:36:11,,2979,false,C,false,L-c7b7daddba,1,,
2020年度精选策略/32 测试策略1.txt,测试策略1,测试策略1,WorldLink,https://www.joinquant.com/post/13402,0677aa5f1d994b89a54a16224f5dcef9a8bfe6a79231f300bb751c5d7b3f192d,current archive source has no pre-OOS immutable timestamp,2017-01-01,2017-12-31,2018-06-30 16:19:55,2018-06-30 16:19:55,181,2978,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/08 MACD单因子多头策略.txt,MACD单因子多头策略,MACD单因子多头策略   ,江哥学量化,https://www.joinquant.com/post/13760,d6992d0ff32606cdfbcbd7033f57ed78aa93f052a22fe0be5bac71da4e33421c,current archive source has no pre-OOS immutable timestamp,2017-06-02,2017-09-04,2018-07-14 18:54:56,2018-07-14 18:54:56,313,2964,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/35 投资学作业——简单多因子选股策略.txt,投资学作业——简单多因子选股策略,投资学作业——简单多因子选股策略,gongllg,https://www.joinquant.com/post/13940,42dbeaa4ae8a2c0ed460ff551f6986ac528100b574fed40385bd350ad0998b4f,current archive source has no pre-OOS immutable timestamp,2017-01-01,2017-12-31,2018-07-25 19:25:17,2018-07-25 19:25:17,206,2953,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/36 投资学作业——简单多因子选股策略改进.txt,投资学作业——简单多因子选股策略改进,投资学作业——简单多因子选股策略改进,gongllg,https://www.joinquant.com/post/13941,1052b7fbf02b64da05a18a6a31cd2dd75c1b8ef525595e0822a4a465874f2596,current archive source has no pre-OOS immutable timestamp,2017-01-01,2017-12-31,2018-07-25 19:33:18,2018-07-25 19:33:18,206,2953,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/16 投资学作业.txt,投资学作业,投资学作业,hhhhh455,https://www.joinquant.com/post/13972,8d7bb183d788a237a29d4ec8c976b78f695d573a997871fd62cafae47e8b8733,current archive source has no pre-OOS immutable timestamp,2017-06-01,2017-12-01,2018-07-26 18:52:14,2018-07-26 18:52:14,237,2952,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/22 海龟交易法则升级版---（分钟级回测+合约变更移仓）.txt,海龟交易法则升级版---（分钟级回测+合约变更移仓）,海龟交易法则升级版---（分钟级回测+合约变更移仓）,颖硕,https://www.joinquant.com/post/14203,b5f7cd66de27a72e6bad848011fb30435eefe578aee3fa9aea87801b385eaa92,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-31,2018-08-13 13:37:32,2018-08-13 13:37:32,590,2934,false,C,false,L-d72c694900,1,,
2020年度精选策略/46 Get API 新技能，研究中写策略并回测.txt,Get API 新技能，研究中写策略并回测,Get API 新技能，研究中写策略并回测,JoinQuant-Supercritical,https://www.joinquant.com/post/14323,372021d4b60e99987a8ea14354dee7cec6e608c19f0e9e23739a0965efdc8e38,current archive source has no pre-OOS immutable timestamp,2017-01-01,2018-01-01,2018-08-25 19:36:49,2018-08-25 19:36:49,236,2922,false,C,false,L-bd7ec70459,1,,
2020年度精选策略/66 高于MA10买入低于MA20卖出回测半年收益率20.4%.txt,高于MA10买入低于MA20卖出回测半年收益率20.4%,高于MA10买入低于MA20卖出回测半年收益率20.4%,硅谷少年,https://www.joinquant.com/post/14460,270ecdb0bead8cea880a6c5e1896b94668ae14b4282cf5be2c756659640cc246,current archive source has no pre-OOS immutable timestamp,2016-06-01,2016-12-31,2018-09-04 15:45:09,2018-09-04 15:45:09,612,2912,false,C,false,L-8dd293d3e0,1,,
2020年度精选策略/11 酒股地中短线策略.txt,酒股地中短线策略,酒股地中短线策略,可爱的阿飞,https://www.joinquant.com/post/14594,8aba657e6ab97d588aeb58f94f7bbf0ff0049475ce69b4a44909e9f8e2d18e52,current archive source has no pre-OOS immutable timestamp,2015-01-01,2016-01-01,2018-09-12 13:32:55,2018-09-12 13:32:55,985,2904,false,C,false,L-9c322f8fd5,2,,
2020年度精选策略/14 抗击熊市的中短期低市值策略.txt,抗击熊市的中短期低市值策略,抗击熊市的中短期低市值策略,可爱的阿飞,https://www.joinquant.com/post/14603,b4bec242ec88f4631a215a20785a30128d086aaaeb2b9f47d25b18af90a50e25,current archive source has no pre-OOS immutable timestamp,2015-01-01,2016-01-01,2018-09-12 22:58:26,2018-09-12 22:58:26,985,2904,false,C,false,L-9c322f8fd5,2,,
2020年度精选策略/27 RSRS指标择时（30分钟线）.txt,RSRS指标择时（30分钟线）,RSRS指标择时（30分钟线）,风述量化,https://www.joinquant.com/post/14756,94ffa981cdba5bdb211ee7725397a5518af7a13138991bfa14c0accb9b4b29f5,current archive source has no pre-OOS immutable timestamp,2014-07-01,2016-02-29,2018-09-26 15:37:45,2018-09-26 15:37:45,940,2890,false,C,false,L-278f935f36,2,,
2020年度精选策略/69 阻力支撑相对强度（RSRS）指标择时策略.txt,阻力支撑相对强度（RSRS）指标择时策略,阻力支撑相对强度（RSRS）指标择时策略,冰_柠檬,https://www.joinquant.com/post/14750,d9160a6cbe9f8fb4bf576bc47650db8720eda00f8b7be7a1634c682299037821,current archive source has no pre-OOS immutable timestamp,2014-01-01,2017-12-31,2018-09-26 09:10:42,2018-09-26 09:10:42,269,2890,false,C,false,L-278f935f36,2,,
2020年度精选策略/25 简单市值轮动策略-学习.txt,简单市值轮动策略-学习,简单市值轮动策略-学习,东南有大树,https://www.joinquant.com/post/15100,d6d1349939a16a61bfd1926ea75256b3f062345d49b119344355d84940b87c64,current archive source has no pre-OOS immutable timestamp,2015-01-01,2017-01-04,2018-11-03 14:22:49,2018-11-03 14:22:49,668,2852,false,C,false,L-88414fefbf,1,,
2020年度精选策略/99 一个中信证券的向导策略.txt,一个中信证券的向导策略,一个中信证券的向导策略,革命大旗,https://www.joinquant.com/post/15280,6f528e0a9cde96c772cc69fd9e3336f05c8dabfeaeca20e2f8209c0dbc18deb5,current archive source has no pre-OOS immutable timestamp,2015-06-12,2016-12-01,2018-11-15 10:49:28,2018-11-15 10:49:28,714,2840,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/58 MACD金叉买入，死叉卖出.txt,MACD金叉买入，死叉卖出,MACD金叉买入，死叉卖出,市民刘先生2018,https://www.joinquant.com/post/15387,92b8927a01dc3b7a550276247baa9cdbb2abec9de8835bbc13ce5d3bd4e68dbc,current archive source has no pre-OOS immutable timestamp,2015-12-31,2016-12-31,2018-11-25 16:16:03,2018-11-25 16:16:03,694,2830,false,C,false,L-f0cfdafce0,35,,
2020年度精选策略/43 无模型评估的多因子模型.txt,无模型评估的多因子模型,无模型评估的多因子模型,菜鸟学python,https://www.joinquant.com/post/15426,7a333d17b90170d96d412054de9d1d324bfce83c17271ca4d09f83f33e70a6b6,current archive source has no pre-OOS immutable timestamp,2012-01-01,2017-12-31,2018-11-27 11:36:49,2018-11-27 11:36:49,331,2828,false,C,false,L-fb42931d77,2,,
2025年度精选策略/5.价值低波（下）--十年十倍（2020拜年）.txt,价值低波（下）--十年十倍（2020拜年）,价值低波（下）--十年十倍（2020拜年）,Gyron,https://www.joinquant.com/post/25183,c799ac508c1c95126fc4e3a4e6c0034e6a7be57bf302d9eafd802c00e7f1f2cb,current archive source has no pre-OOS immutable timestamp,,,2020-01-29 20:03:43,2023-03-02 23:06:10,,2400,false,C,false,L-6f53eedc1a,1,,
2025年度精选策略/39.因子分析系列文章（八）：多因子策略（多元线性回归）.txt,因子分析系列文章（八）：多因子策略（多元线性回归）,因子分析系列文章（八）：多因子策略（多元线性回归）,量化狙击,https://www.joinquant.com/post/25273,f2dc057efa5824f98c3b6e70c45fb8086692ead8a5b47915c118752bd4734f51,current archive source has no pre-OOS immutable timestamp,2012-01-01,2018-09-12,2020-02-05 19:08:14,2020-02-05 19:08:14,511,2393,false,C,false,L-c8d0c5179c,1,,
2025年度精选策略/64.【复现】C-VIX 中国版 VIX 编制手册.txt,【复现】C-VIX 中国版 VIX 编制手册,【复现】C-VIX 中国版 VIX 编制手册,Hugo2046,https://www.joinquant.com/post/26326,e77bbcd52603535209834987fa2543f010a1d5c13f3949d7ee42a760163bdfbe,current archive source has no pre-OOS immutable timestamp,2015-05-01,2020-04-25,2020-03-20 11:25:28,2020-03-20 11:25:28,-36,2349,false,C,false,L-b98ef3183b,1,,
2025年度精选策略/73.基于期权PCR与标的波动率价差的股指期货套利.txt,基于期权PCR与标的波动率价差的股指期货套利,基于期权PCR与标的波动率价差的股指期货套利,魔术先生,https://www.joinquant.com/post/27664,169b86a1782281ae8717101b0fc4f6ccaaf75c79ed2ca31a50b3fcbf3f3f5474,current archive source has no pre-OOS immutable timestamp,2018-01-03,2020-09-24,2020-05-29 09:45:45,2020-05-29 09:45:45,-118,2279,false,C,false,L-6edd240460,1,,
2024年度精选策略/97.大周期顶底判断：FED指标+格雷厄姆指数一次搞定.txt,大周期顶底判断：FED指标+格雷厄姆指数一次搞定,1/pe-国债估值模型,zzy,https://www.joinquant.com/view/community/detail/b6186a348b1520a6982b818b8206dfe5,2a5937ac10d523f2b872841fc7d95e591d045fffd2a008678818d10ac31f75a3,current archive source has no pre-OOS immutable timestamp,,,2020-06-29 10:34:35,2020-06-29 10:34:35,,2248,false,C,false,L-ce270d77a4,1,,
2025年度精选策略/74.迪马克TD趋势反转指标.txt,迪马克TD趋势反转指标,迪马克TD趋势反转指标,魔术先生,https://www.joinquant.com/post/28543,9457bcb2bdde98fa71fbe5774b463585104f3a376ef2b8b30c218f819492ddd8,current archive source has no pre-OOS immutable timestamp,2016-01-05,2020-07-24,2020-07-23 16:28:40,2020-07-23 16:28:40,-1,2224,false,C,false,L-fb78dbe0d4,1,,
2025年度精选策略/32.北向资金A股择时策略（5年16倍）.txt,北向资金A股择时策略（5年16倍）,北向资金A股择时策略,Rookie888,https://www.joinquant.com/post/28714,5d7bb1a7372ec7d655c711af571cd91718753273050f7fe4390ccaf3382b0f4f,current archive source has no pre-OOS immutable timestamp,2015-12-10,2021-05-25,2020-08-04 23:12:54,2021-05-26 11:10:04,-294,2212,false,C,false,L-c03359875b,1,,
2025年度精选策略/55.价值投资改进版-6年9.5倍.txt,价值投资改进版-6年9.5倍,价值投资改进版-6年9.5倍,叶松,https://www.joinquant.com/post/29038,0cd41207b328068128c660278858c466c0528f839c38cf8211d073db9dc21289,current archive source has no pre-OOS immutable timestamp,2014-01-01,2019-12-31,2020-08-24 12:32:19,2020-08-24 12:32:19,237,2192,false,C,false,L-32fef04e3f,1,,
2025年度精选策略/57.股指期货套利，这段时间都没有交易分享给大家.txt,股指期货套利，这段时间都没有交易分享给大家,股指期货套利，这段时间都没有交易分享给大家,节点量化,https://www.joinquant.com/post/29295,955bc358111a96ac598bcbc16b95a4b20351eaf415dc198fa764b3a57dc4303c,current archive source has no pre-OOS immutable timestamp,2018-12-31,2019-10-15,2020-09-09 11:34:18,2020-09-09 11:34:18,330,2176,false,C,false,L-cf6c16b5ad,2,,
2025年度精选策略/80.公募基金抱团.txt,公募基金抱团,公募基金抱团,dejiangwang,https://www.joinquant.com/post/29768,e94d9290e844c7c2521b3d9874ca857c64d416414b683f9355b4b3498a889d2a,current archive source has no pre-OOS immutable timestamp,2014-01-30,2020-10-24,2020-10-17 19:59:22,2020-10-17 19:59:22,-7,2138,false,C,false,L-a8182fcb52,1,,
2023年度精选策略/8.iAlpha 基金投资策略.txt,iAlpha 基金投资策略,iAlpha 基金投资策略,Gyron,https://www.joinquant.com/post/30024,d008b7dc1d0703cd45a42d2e2b1f100aa04e02f645bbac97871500feb9b1aa33,current archive source has no pre-OOS immutable timestamp,,,2020-11-03 19:43:58,2023-03-02 22:58:38,,2121,false,C,false,L-c2583c7851,2,,
2025年度精选策略/6.iAlpha 基金投资策略.txt,iAlpha 基金投资策略,iAlpha 基金投资策略,Gyron,https://www.joinquant.com/post/30024,d008b7dc1d0703cd45a42d2e2b1f100aa04e02f645bbac97871500feb9b1aa33,current archive source has no pre-OOS immutable timestamp,,,2020-11-03 19:43:58,2023-03-02 22:58:38,,2121,false,C,false,L-c2583c7851,2,,
2025年度精选策略/72.【股指期货】收盘折溢价策略.txt,【股指期货】收盘折溢价策略,【股指期货】收盘折溢价策略,魔术先生,https://www.joinquant.com/post/30028,b5fedf5b01d13ee38504e73f4e456312b658b06c2e2e2e500b6bee2cc2fa06a0,current archive source has no pre-OOS immutable timestamp,2017-01-03,2019-06-30,2020-11-04 11:13:36,2020-11-04 11:13:36,493,2120,false,C,false,L-32a4a336d4,1,,
2025年度精选策略/99.最新龙回头5.0速度优化版+风险控制版本.txt,最新龙回头5.0速度优化版+风险控制版本,最新龙回头5.0速度优化版+风险控制版本,GoodThinker,https://www.joinquant.com/post/30071,462199d1eee795d912c1190c738eb87f58d109415a7fe614cdddcb85fbf0289c,current archive source has no pre-OOS immutable timestamp,,,2020-11-08 17:02:02,2021-08-02 09:49:59,,2116,false,C,false,L-c0dc5f0e61,1,,
2025年度精选策略/71.【股指策略】【研报复现】周内与日内结合CTA.txt,【股指策略】【研报复现】周内与日内结合CTA,【股指策略】【研报复现】周内与日内结合CTA,魔术先生,https://www.joinquant.com/post/30310,9bde51fa57fefe91ccb0c3c5faaade1e241ece1baed7ee4a91f638f9fd6dbefa,current archive source has no pre-OOS immutable timestamp,,,2020-11-25 17:19:15,2021-03-01 14:05:29,,2099,false,C,false,L-73fb5b9221,1,,
2023年度精选策略/66.基于动量和反转效应的沪深300成分股策略.txt,基于动量和反转效应的沪深300成分股策略,基于动量和反转效应的沪深300成分股策略,糯米糍本糍,https://www.joinquant.com/post/30350,d2ade43a303d46fdc33aed0a8a32cf3d74c751b557d771d3fb355e57b45baf29,current archive source has no pre-OOS immutable timestamp,2008-11-01,2009-11-01,2020-11-28 12:20:50,2020-11-28 12:20:50,4045,2096,false,C,false,L-0ec9599652,1,,
2023年度精选策略/60.抄底神器2.0，低回撤，高成功率，无未来函数.txt,抄底神器2.0，低回撤，高成功率，无未来函数,抄底神器2.0，低回撤，高成功率，无未来函数,云中之城,https://www.joinquant.com/post/31155,8fc4418c41c897b93085b030d73f33e73f1a05ae421b4d4ad0ca90ea75c2a086,current archive source has no pre-OOS immutable timestamp,2019-01-01,,2021-01-10 12:09:47,2021-01-10 17:42:51,,2053,false,C,false,L-13385cce4d,1,,
2023年度精选策略/72.优化了一下宽基etf追涨的策略，值得深入研究.txt,优化了一下宽基etf追涨的策略，值得深入研究,优化了一下宽基etf追涨的策略，值得深入研究,将就,https://www.joinquant.com/post/32345,89680feaaa226af42f13e8bbd6a670208824a93c39c848ecb7ee71c97b9b5d41,current archive source has no pre-OOS immutable timestamp,2013-01-01,2021-04-01,2021-03-20 11:01:07,2021-04-03 09:02:14,-12,1984,false,C,false,L-e16b0dc63f,2,,
2023年度精选策略/6.21年度6.为了挣点积分自己实盘的策略分享出来.txt,年度6.为了挣点积分自己实盘的策略分享出来,如何删帖呢,iron911,https://www.joinquant.com/post/32660,89759bf5399662e961c825e0f1fd824b29a4e0e47b10d62fd85411a3f4d4eff9,current archive source has no pre-OOS immutable timestamp,,,2021-04-08 21:57:51,2022-05-14 19:10:24,,1965,false,C,false,L-f253e0ef18,2,,
2023年度精选策略/73.MACD多周期共振，精准打击！.txt,MACD多周期共振，精准打击！,MACD多周期共振，精准打击！,海枫,https://www.joinquant.com/post/33647,1e74969203e919912a36c7ec37c60589d87b7cde0aaf552139d51bcc74041335,current archive source has no pre-OOS immutable timestamp,2021-01-01,,2021-06-23 19:19:17,2021-06-23 19:19:17,,1889,false,C,false,L-eea8739502,1,,
2023年度精选策略/75.机器学习策略分享.txt,机器学习策略分享,机器学习策略分享,leo713,https://www.joinquant.com/post/33840,0fedb306314517ccdaeacd328a0e6ec12dcea04fab5fcf4e2fb2077b90982054,current archive source has no pre-OOS immutable timestamp,2017-12-31,2021-01-01,2021-07-14 09:55:19,2021-07-14 09:55:19,194,1868,false,C,false,L-52ec9c8b80,2,,
2023年度精选策略/58.北向RSRS与布林带择时.txt,北向RSRS与布林带择时,北向RSRS与布林带择时,韭菜001,https://www.joinquant.com/post/34253,cc7f1e370dfbb37e95f7e0291d713d9fc67d58d1af255f482758f72f8b027156,current archive source has no pre-OOS immutable timestamp,2017-05-14,2021-02-10,2021-08-14 12:24:11,2021-09-06 20:49:15,185,1837,false,C,false,L-54912695a8,1,,
2023年度精选策略/59.可能是最接近实盘的“基本面三角.txt,可能是最接近实盘的“基本面三角,可能是最接近实盘的“基本面三角”,美吉姆优秀毕业代表,https://www.joinquant.com/post/34881,196c08a125266502178e277274c496c936f5850c7f0c20297e7631c6d1b5d93b,current archive source has no pre-OOS immutable timestamp,2018-01-01,2021-11-19,2021-10-09 15:47:07,2021-11-20 01:09:41,-41,1781,false,C,false,L-dcaa522e8a,3,,
2023年度精选策略/54.ETF轮动策略-入门1.0.txt,ETF轮动策略-入门1.0,ETF轮动策略-入门1.0,vzhb,https://www.joinquant.com/post/35136,11f66d270e57c3246a06de2c984c31579ba99f7e987b0517a4974b274692e7e9,current archive source has no pre-OOS immutable timestamp,2015-01-01,2021-10-26,2021-10-25 17:20:43,2024-07-07 17:02:46,-1,1765,false,C,false,L-b10568e8ac,6,,
2022年度精选策略/12.全市场选股？7年5倍不择时，回撤30%左右.txt,全市场选股？7年5倍不择时，回撤30%左右,全市场选股？7年5倍不择时，回撤30%左右,Jacobb75,https://www.joinquant.com/post/35307,f0c15d5b1c131e27e5364f7f0f48354982e20089d9b888967e1c13672b4ae490,current archive source has no pre-OOS immutable timestamp,2010-10-24,2022-01-05,2021-11-06 23:13:42,2022-02-09 09:11:14,-60,1753,false,C,false,L-b822ffed03,4,,
2023年度精选策略/99.全市场选股？7年5倍不择时，回撤30%左右.txt,全市场选股？7年5倍不择时，回撤30%左右,全市场选股？7年5倍不择时，回撤30%左右,Jacobb75,https://www.joinquant.com/post/35307,f0c15d5b1c131e27e5364f7f0f48354982e20089d9b888967e1c13672b4ae490,current archive source has no pre-OOS immutable timestamp,2010-10-24,2022-01-05,2021-11-06 23:13:42,2022-02-09 09:11:14,-60,1753,false,C,false,L-b822ffed03,4,,
2023年度精选策略/51.龙头战法之单阳不破.txt,龙头战法之单阳不破,龙头战法之单阳不破,游资小码哥,https://www.joinquant.com/post/35521,04936029f998347bc600b8bbb5154e769847eb276c0af708fe9e231dd648aaec,current archive source has no pre-OOS immutable timestamp,2020-01-01,2020-12-31,2021-11-22 16:30:42,2021-11-22 16:30:42,326,1737,false,C,false,L-d398b10fc3,1,,
2022年度精选策略/93.因子看板多因子模型---由量化课堂多因子模型修改.txt,因子看板多因子模型---由量化课堂多因子模型修改,因子看板多因子模型---由量化课堂多因子模型修改,游星,https://www.joinquant.com/post/35605,3f3f7357aaf52e15976ad20c249aa9be36d5a9c91111f5191b5bce091eca1d31,current archive source has no pre-OOS immutable timestamp,2020-01-01,2020-12-01,2021-11-27 19:33:42,2021-11-29 00:24:11,361,1732,false,C,false,L-860eefb9bc,2,,
2022年度精选策略/53.超跌网格交易大法V1.2：稳健跑赢大盘-年化13%回撤7%.txt,超跌网格交易大法V1.2：稳健跑赢大盘-年化13%回撤7%,超跌网格交易大法V1.2：稳健跑赢大盘-年化13%回撤7%,wwr,https://www.joinquant.com/post/36039,dfb0b987387a2ef6037a0f30f980e5d993bd574b8bb55e21f78de53c3c09c006,current archive source has no pre-OOS immutable timestamp,2018-01-02,2019-11-29,2021-12-30 23:02:40,2022-01-13 19:07:24,762,1699,false,C,false,L-836d390589,1,,
